DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNANT001,,ANTANGIN JRG PLUS JAHE MERAH TR10,20000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNANT002,,ANTANGIN JRG PLUS JAHE MERAH TD20,30000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNSPG002,,SRONGPAS R10,10000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNSPG001,,SRONGPAS D20,10000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNOBH003,,OB HERBAL B100,4800,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNOBH001,,OB HERBAL B60,4800,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,960,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNANJ002,,ANTANGIN JUNIOR SD5,9000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNKDS002,,KULDON TR10,5000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNKDS001,,KULDON TD10,5000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,180000,,DL0483/MPM/II/2020
